data.programNumber,value_beneficiary
84.379,Student/Trainee
84.379,Graduate Student
84.379,Youth (16-21)
84.379,Education (13+)
93.350,"Specialized group (e.g. health professionals, students, veterans)"
93.350,Small business
93.350,Profit organization
93.350,Private nonprofit institution/organization
93.350,Quasi-public nonprofit organization
93.350,Health Professional
93.350,Education Professional
93.350,Student/Trainee
93.350,Scientist/Researchers
93.350,Small Business Person
93.350,State
93.350,Local
93.350,Public nonprofit institution/organization
93.350,Other public institution/organization
93.350,Federally Recognized Indian Tribal Governments
93.847,Individual/Family
93.847,Minority group
93.847,Small business
93.847,Private nonprofit institution/organization
93.847,Student/Trainee
93.847,Graduate Student
93.847,Scientist/Researchers
93.847,U.S. Citizen
93.847,Public nonprofit institution/organization
15.506,Profit organization
15.506,Private nonprofit institution/organization
15.506,Quasi-public nonprofit organization
15.506,Other private institution/organization
15.506,State
15.506,Local
15.506,Public nonprofit institution/organization
15.506,Other public institution/organization
15.506,Federally Recognized Indian Tribal Governments
84.103,Education Professional
93.242,Profit organization
93.242,Private nonprofit institution/organization
93.242,Other private institution/organization
93.242,Scientist/Researchers
93.242,State
93.242,Local
93.242,Public nonprofit institution/organization
84.427,"Disabled (e.g. Deaf, Blind, Physically Disabled)"
84.027,Individual/Family
84.027,"Disabled (e.g. Deaf, Blind, Physically Disabled)"
84.027,"Physically Afflicted (e.g. TB, Arthritis, Heart Disease)"
84.027,Mentally Disabled
84.027,School
84.027,Infant (0-5)
84.027,Child (6-15)
84.027,Youth (16-21)
84.027,Education (0-8)
84.027,Education (9-12)
84.027,Education (13+)
93.702,Public nonprofit institution/organization
93.838,Individual/Family
93.838,Small business
93.838,Profit organization
93.838,Private nonprofit institution/organization
93.838,Health Professional
93.838,Education Professional
93.838,Public nonprofit institution/organization
84.424,Education Professional
84.424,Student/Trainee
84.424,State
84.424,Local
84.424,School
84.424,Child (6-15)
84.424,Youth (16-21)
84.424,Education (0-8)
84.424,Education (9-12)
84.424,Federally Recognized Indian Tribal Governments
84.368,School
84.368,Education (0-8)
84.368,Education (9-12)
84.042,Student/Trainee
84.042,Education (13+)
84.184,Individual/Family
84.184,Education Professional
84.184,Student/Trainee
84.184,School
84.184,Child (6-15)
84.184,Youth (16-21)
84.184,Education (0-8)
84.184,Education (9-12)
84.184,Education (13+)
81.121,Private nonprofit institution/organization
81.121,State
81.121,Local
81.121,Public nonprofit institution/organization
12.599,Private nonprofit institution/organization
12.599,Anyone/general public
12.599,State
12.599,Local
12.599,Public nonprofit institution/organization
84.373,"Disabled (e.g. Deaf, Blind, Physically Disabled)"
84.373,Infant (0-5)
93.233,Individual/Family
93.233,Small business
93.233,Profit organization
93.233,Private nonprofit institution/organization
93.233,Health Professional
93.233,Education Professional
93.233,Public nonprofit institution/organization
84.044,Individual/Family
84.044,Student/Trainee
84.044,School
84.044,Youth (16-21)
84.044,Low Income
84.044,Education (9-12)
84.044,Education (13+)
93.173,Health Professional
93.173,Education Professional
93.173,Student/Trainee
93.173,Graduate Student
93.173,Scientist/Researchers
84.063,Individual/Family
84.063,"Specialized group (e.g. health professionals, students, veterans)"
84.063,Student/Trainee
84.063,Education (13+)
84.004,Local
84.004,School
84.004,Other public institution/organization
84.004,Student/Trainee
84.263,Individual/Family
84.263,Education Professional
84.263,Student/Trainee
84.263,State
84.263,"Disabled (e.g. Deaf, Blind, Physically Disabled)"
84.263,Local
84.263,Youth (16-21)
84.411,"Specialized group (e.g. health professionals, students, veterans)"
84.411,Private nonprofit institution/organization
84.411,Education Professional
84.411,Student/Trainee
84.411,Local
84.411,School
84.411,Education (0-8)
84.411,Education (9-12)
84.411,Public nonprofit institution/organization
84.411,Other public institution/organization
15.075,
12.551,Individual/Family
12.551,Anyone/general public
12.551,Education (13+)
84.326,Individual/Family
84.326,Education Professional
84.326,Student/Trainee
84.326,"Disabled (e.g. Deaf, Blind, Physically Disabled)"
84.326,"Physically Afflicted (e.g. TB, Arthritis, Heart Disease)"
84.326,Mentally Disabled
84.326,Infant (0-5)
84.326,Child (6-15)
84.326,Youth (16-21)
84.326,Education (0-8)
84.326,Education (9-12)
84.013,Student/Trainee
84.013,State
84.013,Local
84.013,Juvenile Delinquent
84.013,Child (6-15)
84.013,Youth (16-21)
84.013,Education (9-12)
84.013,Other public institution/organization
81.255,
17.272,Small business
17.272,Profit organization
17.272,Private nonprofit institution/organization
17.272,Quasi-public nonprofit organization
17.272,Other private institution/organization
10.902,U.S. Territories
10.902,Farmer/Rancher/Agriculture Producer
10.902,Land/Property Owner
84.365,Local
84.365,School
84.365,Child (6-15)
84.365,Youth (16-21)
84.365,Education (0-8)
84.365,Education (9-12)
84.246,Individual/Family
84.246,Student/Trainee
84.246,"Disabled (e.g. Deaf, Blind, Physically Disabled)"
93.837,Individual/Family
93.837,Small business
93.837,Profit organization
93.837,Private nonprofit institution/organization
93.837,Public nonprofit institution/organization
84.336,Education Professional
84.336,Student/Trainee
84.336,Graduate Student
84.336,State
84.336,Local
84.336,Child (6-15)
84.336,Youth (16-21)
84.336,Education (0-8)
84.336,Education (9-12)
84.336,Education (13+)
84.380,Individual/Family
84.380,Student/Trainee
84.380,"Disabled (e.g. Deaf, Blind, Physically Disabled)"
84.380,Mentally Disabled
84.380,Child (6-15)
84.380,Youth (16-21)
93.839,Individual/Family
93.839,Small business
93.839,Profit organization
93.839,Private nonprofit institution/organization
93.839,Public nonprofit institution/organization
12.006,Anyone/general public
12.006,Minority group
12.006,Education Professional
12.006,Student/Trainee
12.006,Graduate Student
12.006,Scientist/Researchers
12.006,School
12.006,Child (6-15)
12.006,Youth (16-21)
12.006,Education (0-8)
12.006,Education (9-12)
12.006,Education (13+)
81.106,Interstate
81.106,State
81.106,Federally Recognized Indian Tribal Governments
84.282,Education Professional
84.282,Student/Trainee
84.282,State
84.282,Local
84.282,School
84.282,Child (6-15)
84.282,Youth (16-21)
84.282,Education (0-8)
84.282,Education (9-12)
12.015,Other public institution/organization
12.015,Public nonprofit institution/organization
12.015,Federal
12.015,Anyone/general public
12.015,Student/Trainee
12.015,Scientist/Researchers
12.015,"Specialized group (e.g. health professionals, students, veterans)"
12.015,Small business
12.015,Graduate Student
12.015,Education Professional
12.015,Other private institution/organization
84.047,Student/Trainee
84.047,Youth (16-21)
84.047,Education (9-12)
84.047,Education (13+)
84.324,Preschool
84.324,School
84.324,Infant (0-5)
84.324,Child (6-15)
84.324,Youth (16-21)
84.324,Education (0-8)
84.324,Education (9-12)
84.324,Education (13+)
84.426,Industrialist/ Business person
84.426,Individual/Family
11.617,Profit organization
11.617,Private nonprofit institution/organization
11.617,Other private institution/organization
11.617,Public nonprofit institution/organization
11.617,Other public institution/organization
11.609,Small business
11.609,Profit organization
11.609,Private nonprofit institution/organization
11.609,Other private institution/organization
11.609,State
11.609,Local
11.609,Public nonprofit institution/organization
11.609,Other public institution/organization
11.609,Federally Recognized Indian Tribal Governments
11.611,Small business
11.611,Private nonprofit institution/organization
11.611,Small Business Person
11.606,Other private institution/organization
11.606,Anyone/general public
11.606,State
11.606,Local
10.585,Federal
10.585,Graduate Student
10.585,Scientist/Researchers
10.585,State
10.585,Education (0-8)
10.585,Education (9-12)
81.086,Profit organization
81.086,Private nonprofit institution/organization
81.086,State
81.086,Local
84.287,Individual/Family
84.287,Private nonprofit institution/organization
84.287,Education Professional
84.287,Student/Trainee
84.287,State
84.287,Local
84.287,School
84.287,Child (6-15)
84.287,Youth (16-21)
84.287,Sponsored organization
84.287,Education (0-8)
84.287,Education (9-12)
84.287,Public nonprofit institution/organization
84.287,Other public institution/organization
81.042,U.S. Territories
81.042,State
81.042,Federally Recognized Indian Tribal Governments
81.253,
66.448,State
66.448,Local
66.448,Federally Recognized Indian Tribal Governments
66.448,U.S. Territories
66.448,Low Income
66.448,Rural
66.448,Other public institution/organization
15.955,Private nonprofit institution/organization
15.955,Other private institution/organization
15.955,Anyone/general public
15.955,State
15.955,Local
15.955,Public nonprofit institution/organization
15.955,Federally Recognized Indian Tribal Governments
15.944,Individual/Family
15.944,Private nonprofit institution/organization
15.944,Quasi-public nonprofit organization
15.944,State
15.944,Local
15.944,Public nonprofit institution/organization
15.944,Other public institution/organization
15.944,Federally Recognized Indian Tribal Governments
15.939,Public nonprofit institution/organization
17.503,State
17.503,U.S. Territories
81.041,U.S. Territories
81.041,State
17.502,
15.962,Federal
15.962,Private nonprofit institution/organization
15.962,State
84.206,Individual/Family
84.206,"Specialized group (e.g. health professionals, students, veterans)"
84.206,Student/Trainee
84.206,Local
84.206,School
84.206,Child (6-15)
84.206,Youth (16-21)
84.206,Education (0-8)
84.206,Education (9-12)
93.583,Refugee/Alien
14.416,Individual/Family
14.416,Consumer
14.416,Homeowner
14.416,State
14.416,Women
14.416,"Disabled (e.g. Deaf, Blind, Physically Disabled)"
14.416,Mentally Disabled
14.416,Local
14.416,Public nonprofit institution/organization
14.416,Other public institution/organization
14.408,Individual/Family
14.408,Minority group
14.408,"Specialized group (e.g. health professionals, students, veterans)"
15.533,Federal
15.533,Private nonprofit institution/organization
15.533,Anyone/general public
15.533,State
84.066,Individual/Family
84.066,Student/Trainee
84.066,Youth (16-21)
84.066,Low Income
84.160,Individual/Family
84.160,Private nonprofit institution/organization
84.160,Education Professional
84.160,Student/Trainee
84.160,Graduate Student
84.160,"Disabled (e.g. Deaf, Blind, Physically Disabled)"
84.160,Education (13+)
93.372,Other public institution/organization
93.372,Federally Recognized Indian Tribal Governments
84.217,Minority group
84.217,Student/Trainee
84.217,Graduate Student
84.217,Youth (16-21)
84.217,Low Income
84.217,Education (13+)
84.033,Student/Trainee
84.033,Graduate Student
84.033,Youth (16-21)
84.033,Low Income
84.033,Education (13+)
15.077,State
15.077,Local
15.077,Public nonprofit institution/organization
15.077,Federally Recognized Indian Tribal Governments
15.077,Individual/Family
15.077,Anyone/general public
